"","Commune ou ARM","Libellé commune ou ARM","Population en 2015 (princ)"
"38297","75109","Paris 9e Arrondissement","1641.66"
"38298","75109","Paris 9e Arrondissement","578.07"
"38299","75109","Paris 9e Arrondissement","108.09"
"38300","75109","Paris 9e Arrondissement","20.49"
"38301","75109","Paris 9e Arrondissement","1345.47"
"38302","75109","Paris 9e Arrondissement","44.58"
"38303","75109","Paris 9e Arrondissement","525.33"
"38304","75109","Paris 9e Arrondissement","80.17"
"38305","75109","Paris 9e Arrondissement","1317.66"
"38306","75109","Paris 9e Arrondissement","878.05"
"38307","75109","Paris 9e Arrondissement","455.85"
"38308","75109","Paris 9e Arrondissement","3266.54"
"38309","75109","Paris 9e Arrondissement","1988.97"
"38310","75109","Paris 9e Arrondissement","3983.72"
"38311","75109","Paris 9e Arrondissement","1748.15"
"38312","75109","Paris 9e Arrondissement","2156.81"
"38313","75109","Paris 9e Arrondissement","2786.29"
"38314","75109","Paris 9e Arrondissement","1667.33"
"38315","75109","Paris 9e Arrondissement","1974.02"
"38316","75109","Paris 9e Arrondissement","2291.15"
"38317","75109","Paris 9e Arrondissement","2106.72"
"38318","75109","Paris 9e Arrondissement","2464.97"
"38319","75109","Paris 9e Arrondissement","2608.82"
"38320","75109","Paris 9e Arrondissement","1994.97"
"38321","75109","Paris 9e Arrondissement","2388.21"
"38322","75110","Paris 10e Arrondissement","2173.19"
"38323","75110","Paris 10e Arrondissement","2208.60"
"38324","75110","Paris 10e Arrondissement","2386.68"
"38325","75110","Paris 10e Arrondissement","2967.47"
"38326","75110","Paris 10e Arrondissement","2447.69"
"38327","75110","Paris 10e Arrondissement","2648.86"
"38328","75110","Paris 10e Arrondissement","3351.15"
"38329","75110","Paris 10e Arrondissement","1756.77"
"38330","75110","Paris 10e Arrondissement","2356.09"
"38331","75110","Paris 10e Arrondissement","32.00"
"38332","75110","Paris 10e Arrondissement","168.48"
"38333","75110","Paris 10e Arrondissement","483.71"
"38334","75110","Paris 10e Arrondissement","2100.15"
"38335","75110","Paris 10e Arrondissement","1739.95"
"38336","75110","Paris 10e Arrondissement","3091.18"
"38337","75110","Paris 10e Arrondissement","3109.96"
"38338","75110","Paris 10e Arrondissement","2401.32"
"38339","75110","Paris 10e Arrondissement","3780.73"
"38340","75110","Paris 10e Arrondissement","1866.94"
"38341","75110","Paris 10e Arrondissement","2669.68"
"38342","75110","Paris 10e Arrondissement","1971.46"
"38343","75110","Paris 10e Arrondissement","2621.11"
"38344","75110","Paris 10e Arrondissement","1829.13"
"38345","75110","Paris 10e Arrondissement","2693.72"
"38346","75110","Paris 10e Arrondissement","1973.61"
"38347","75110","Paris 10e Arrondissement","3038.98"
"38348","75110","Paris 10e Arrondissement","2180.36"
"38349","75110","Paris 10e Arrondissement","2566.53"
"38350","75110","Paris 10e Arrondissement","0"
"38351","75110","Paris 10e Arrondissement","2717.25"
"38352","75110","Paris 10e Arrondissement","3541.64"
"38353","75110","Paris 10e Arrondissement","2597.81"
"38354","75110","Paris 10e Arrondissement","1452.92"
"38355","75110","Paris 10e Arrondissement","1930.16"
"38356","75110","Paris 10e Arrondissement","2880.45"
"38357","75110","Paris 10e Arrondissement","4110.68"
"38358","75110","Paris 10e Arrondissement","3214.77"
"38359","75110","Paris 10e Arrondissement","2093.20"
"38360","75110","Paris 10e Arrondissement","1857.46"
"38361","75110","Paris 10e Arrondissement","2444.52"
"38362","75110","Paris 10e Arrondissement","313.64"
"38363","75110","Paris 10e Arrondissement","0"
"38364","75111","Paris 11e Arrondissement","3306.85"
"38365","75111","Paris 11e Arrondissement","2516.12"
"38366","75111","Paris 11e Arrondissement","1673.55"
"38367","75111","Paris 11e Arrondissement","1584.61"
"38368","75111","Paris 11e Arrondissement","1791.99"
"38369","75111","Paris 11e Arrondissement","2581.97"
"38370","75111","Paris 11e Arrondissement","2496.66"
"38371","75111","Paris 11e Arrondissement","2614.61"
"38372","75111","Paris 11e Arrondissement","3088.77"
"38373","75111","Paris 11e Arrondissement","1758.53"
"38374","75111","Paris 11e Arrondissement","1421.16"
"38375","75111","Paris 11e Arrondissement","1879.09"
"38376","75111","Paris 11e Arrondissement","1446.58"
"38377","75111","Paris 11e Arrondissement","1706.35"
"38378","75111","Paris 11e Arrondissement","2193.96"
"38379","75111","Paris 11e Arrondissement","2090.39"
"38380","75111","Paris 11e Arrondissement","2225.32"
"38381","75111","Paris 11e Arrondissement","2705.44"
"38382","75111","Paris 11e Arrondissement","2625.61"
"38383","75111","Paris 11e Arrondissement","1948.53"
"38384","75111","Paris 11e Arrondissement","2981.13"
"38385","75111","Paris 11e Arrondissement","2136.76"
"38386","75111","Paris 11e Arrondissement","2201.17"
"38387","75111","Paris 11e Arrondissement","2918.27"
"38388","75111","Paris 11e Arrondissement","2723.23"
"38389","75111","Paris 11e Arrondissement","2097.47"
"38390","75111","Paris 11e Arrondissement","2000.13"
"38391","75111","Paris 11e Arrondissement","2416.39"
"38392","75111","Paris 11e Arrondissement","1782.47"
"38393","75111","Paris 11e Arrondissement","2273.31"
"38394","75111","Paris 11e Arrondissement","3916.57"
"38395","75111","Paris 11e Arrondissement","2016.23"
"38396","75111","Paris 11e Arrondissement","1986.57"
"38397","75111","Paris 11e Arrondissement","3335.28"
"38398","75111","Paris 11e Arrondissement","3173.97"
"38399","75111","Paris 11e Arrondissement","2577.94"
"38400","75111","Paris 11e Arrondissement","1921.72"
"38401","75111","Paris 11e Arrondissement","1534.99"
"38402","75111","Paris 11e Arrondissement","1811.88"
"38403","75111","Paris 11e Arrondissement","1802.48"
"38404","75111","Paris 11e Arrondissement","1980.58"
"38405","75111","Paris 11e Arrondissement","2147.75"
"38406","75111","Paris 11e Arrondissement","2582.32"
"38407","75111","Paris 11e Arrondissement","1851.68"
"38408","75111","Paris 11e Arrondissement","2316.90"
"38409","75111","Paris 11e Arrondissement","2380.21"
"38410","75111","Paris 11e Arrondissement","2197.65"
"38411","75111","Paris 11e Arrondissement","1561.12"
"38412","75111","Paris 11e Arrondissement","2191.25"
"38413","75111","Paris 11e Arrondissement","1851.49"
"38414","75111","Paris 11e Arrondissement","1864.17"
"38415","75111","Paris 11e Arrondissement","2341.14"
"38416","75111","Paris 11e Arrondissement","2179.27"
"38417","75111","Paris 11e Arrondissement","2713.75"
"38418","75111","Paris 11e Arrondissement","1715.54"
"38419","75111","Paris 11e Arrondissement","2802.34"
"38420","75111","Paris 11e Arrondissement","1987.98"
"38421","75111","Paris 11e Arrondissement","3413.95"
"38422","75111","Paris 11e Arrondissement","3577.55"
"38423","75111","Paris 11e Arrondissement","4186.63"
"38424","75111","Paris 11e Arrondissement","4794.80"
"38425","75111","Paris 11e Arrondissement","3252.93"
"38426","75111","Paris 11e Arrondissement","2678.96"
"38427","75112","Paris 12e Arrondissement","3088.33"
"38428","75112","Paris 12e Arrondissement","3996.03"
"38429","75112","Paris 12e Arrondissement","2404.76"
"38430","75112","Paris 12e Arrondissement","2357.27"
"38431","75112","Paris 12e Arrondissement","2471.97"
"38432","75112","Paris 12e Arrondissement","2012.52"
"38433","75112","Paris 12e Arrondissement","2236.68"
"38434","75112","Paris 12e Arrondissement","2391.36"
"38435","75112","Paris 12e Arrondissement","1849.27"
"38436","75112","Paris 12e Arrondissement","2312.86"
"38437","75112","Paris 12e Arrondissement","2389.54"
"38438","75112","Paris 12e Arrondissement","4035.24"
"38439","75112","Paris 12e Arrondissement","2442.98"
"38440","75112","Paris 12e Arrondissement","1807.46"
"38441","75112","Paris 12e Arrondissement","584.58"
"38442","75112","Paris 12e Arrondissement","3164.24"
"38443","75112","Paris 12e Arrondissement","2974.78"
"38444","75112","Paris 12e Arrondissement","1644.84"
"38445","75112","Paris 12e Arrondissement","2629.00"
"38446","75112","Paris 12e Arrondissement","2462.49"
"38447","75112","Paris 12e Arrondissement","2936.54"
"38448","75112","Paris 12e Arrondissement","2104.39"
"38449","75112","Paris 12e Arrondissement","2286.36"
"38450","75112","Paris 12e Arrondissement","2271.95"
"38451","75112","Paris 12e Arrondissement","2175.07"
"38452","75112","Paris 12e Arrondissement","2675.24"
"38453","75112","Paris 12e Arrondissement","4333.54"
"38454","75112","Paris 12e Arrondissement","3533.52"
"38455","75112","Paris 12e Arrondissement","4004.85"
"38456","75112","Paris 12e Arrondissement","5716.13"
"38457","75112","Paris 12e Arrondissement","2625.53"
"38458","75112","Paris 12e Arrondissement","2156.81"
"38459","75112","Paris 12e Arrondissement","4680.82"
"38460","75112","Paris 12e Arrondissement","1800.51"
"38461","75112","Paris 12e Arrondissement","2423.88"
"38462","75112","Paris 12e Arrondissement","1762.54"
"38463","75112","Paris 12e Arrondissement","2649.65"
"38464","75112","Paris 12e Arrondissement","2039.29"
"38465","75112","Paris 12e Arrondissement","720.39"
"38466","75112","Paris 12e Arrondissement","3148.31"
"38467","75112","Paris 12e Arrondissement","3240.96"
"38468","75112","Paris 12e Arrondissement","2519.09"
"38469","75112","Paris 12e Arrondissement","2243.65"
"38470","75112","Paris 12e Arrondissement","2620.46"
"38471","75112","Paris 12e Arrondissement","0"
"38472","75112","Paris 12e Arrondissement","154.22"
"38473","75112","Paris 12e Arrondissement","0"
"38474","75112","Paris 12e Arrondissement","0"
"38475","75112","Paris 12e Arrondissement","3314.62"
"38476","75112","Paris 12e Arrondissement","1979.31"
"38477","75112","Paris 12e Arrondissement","2292.20"
"38478","75112","Paris 12e Arrondissement","2219.64"
"38479","75112","Paris 12e Arrondissement","1699.57"
"38480","75112","Paris 12e Arrondissement","2219.43"
"38481","75112","Paris 12e Arrondissement","2992.28"
"38482","75112","Paris 12e Arrondissement","2117.76"
"38483","75112","Paris 12e Arrondissement","2492.20"
"38484","75112","Paris 12e Arrondissement","2839.50"
"38485","75112","Paris 12e Arrondissement","0"
"38486","75112","Paris 12e Arrondissement","1511.45"
"38487","75112","Paris 12e Arrondissement","582.12"
"38488","75112","Paris 12e Arrondissement","0"
"38489","75112","Paris 12e Arrondissement","0"
"38490","75113","Paris 13e Arrondissement","2670.13"
"38491","75113","Paris 13e Arrondissement","3206.10"
"38492","75113","Paris 13e Arrondissement","2058.30"
"38493","75113","Paris 13e Arrondissement","1671.18"
"38494","75113","Paris 13e Arrondissement","2911.21"
"38495","75113","Paris 13e Arrondissement","2319.91"
"38496","75113","Paris 13e Arrondissement","2149.43"
"38497","75113","Paris 13e Arrondissement","1505.94"
"38498","75113","Paris 13e Arrondissement","0"
"38499","75113","Paris 13e Arrondissement","1582.84"
"38500","75113","Paris 13e Arrondissement","2222.27"
"38501","75113","Paris 13e Arrondissement","4405.41"
"38502","75113","Paris 13e Arrondissement","2415.00"
"38503","75113","Paris 13e Arrondissement","3118.18"
"38504","75113","Paris 13e Arrondissement","3222.58"
"38505","75113","Paris 13e Arrondissement","4053.39"
"38506","75113","Paris 13e Arrondissement","1425.95"
"38507","75113","Paris 13e Arrondissement","1969.73"
"38508","75113","Paris 13e Arrondissement","2304.05"
"38509","75113","Paris 13e Arrondissement","2866.24"
"38510","75113","Paris 13e Arrondissement","2605.42"
"38511","75113","Paris 13e Arrondissement","2440.23"
"38512","75113","Paris 13e Arrondissement","3732.66"
"38513","75113","Paris 13e Arrondissement","954.12"
"38514","75113","Paris 13e Arrondissement","990.53"
"38515","75113","Paris 13e Arrondissement","933.88"
"38516","75113","Paris 13e Arrondissement","2224.66"
"38517","75113","Paris 13e Arrondissement","4008.64"
"38518","75113","Paris 13e Arrondissement","3638.76"
"38519","75113","Paris 13e Arrondissement","2753.81"
"38520","75113","Paris 13e Arrondissement","1871.75"
"38521","75113","Paris 13e Arrondissement","2692.29"
"38522","75113","Paris 13e Arrondissement","1889.32"
"38523","75113","Paris 13e Arrondissement","1738.52"
"38524","75113","Paris 13e Arrondissement","3000.31"
"38525","75113","Paris 13e Arrondissement","2409.24"
"38526","75113","Paris 13e Arrondissement","3618.18"
"38527","75113","Paris 13e Arrondissement","1850.23"
"38528","75113","Paris 13e Arrondissement","2160.84"
"38529","75113","Paris 13e Arrondissement","102.18"
"38530","75113","Paris 13e Arrondissement","0"
"38531","75113","Paris 13e Arrondissement","3714.66"
"38532","75113","Paris 13e Arrondissement","2595.37"
"38533","75113","Paris 13e Arrondissement","2599.22"
"38534","75113","Paris 13e Arrondissement","2817.86"
"38535","75113","Paris 13e Arrondissement","2663.17"
"38536","75113","Paris 13e Arrondissement","3610.22"
"38537","75113","Paris 13e Arrondissement","2439.48"
"38538","75113","Paris 13e Arrondissement","2955.71"
"38539","75113","Paris 13e Arrondissement","3466.75"
"38540","75113","Paris 13e Arrondissement","4412.04"
"38541","75113","Paris 13e Arrondissement","2666.09"
"38542","75113","Paris 13e Arrondissement","3254.53"
"38543","75113","Paris 13e Arrondissement","2334.35"
"38544","75113","Paris 13e Arrondissement","2772.28"
"38545","75113","Paris 13e Arrondissement","1673.55"
"38546","75113","Paris 13e Arrondissement","3429.94"
"38547","75113","Paris 13e Arrondissement","2132.50"
"38548","75113","Paris 13e Arrondissement","2137.12"
"38549","75113","Paris 13e Arrondissement","1613.57"
"38550","75113","Paris 13e Arrondissement","2260.74"
"38551","75113","Paris 13e Arrondissement","1327.10"
"38552","75113","Paris 13e Arrondissement","3384.85"
"38553","75113","Paris 13e Arrondissement","2207.02"
"38554","75113","Paris 13e Arrondissement","3168.76"
"38555","75113","Paris 13e Arrondissement","2968.63"
"38556","75113","Paris 13e Arrondissement","3476.56"
"38557","75113","Paris 13e Arrondissement","1755.10"
"38558","75113","Paris 13e Arrondissement","2950.04"
"38559","75113","Paris 13e Arrondissement","3140.52"
"38560","75113","Paris 13e Arrondissement","2847.85"
"38561","75113","Paris 13e Arrondissement","3782.42"
"38562","75113","Paris 13e Arrondissement","2964.61"
"38563","75114","Paris 14e Arrondissement","1608.65"
"38564","75114","Paris 14e Arrondissement","1879.25"
"38565","75114","Paris 14e Arrondissement","2125.59"
"38566","75114","Paris 14e Arrondissement","1649.56"
"38567","75114","Paris 14e Arrondissement","2002.05"
"38568","75114","Paris 14e Arrondissement","2011.50"
"38569","75114","Paris 14e Arrondissement","1712.14"
"38570","75114","Paris 14e Arrondissement","1561.74"
"38571","75114","Paris 14e Arrondissement","1784.58"
"38572","75114","Paris 14e Arrondissement","2236.07"
"38573","75114","Paris 14e Arrondissement","211.02"
"38574","75114","Paris 14e Arrondissement","4676.78"
"38575","75114","Paris 14e Arrondissement","4082.97"
"38576","75114","Paris 14e Arrondissement","3686.90"
"38577","75114","Paris 14e Arrondissement","2216.78"
"38578","75114","Paris 14e Arrondissement","2904.05"
"38579","75114","Paris 14e Arrondissement","3607.62"
"38580","75114","Paris 14e Arrondissement","348.96"
"38581","75114","Paris 14e Arrondissement","2183.13"
"38582","75114","Paris 14e Arrondissement","2219.53"
"38583","75114","Paris 14e Arrondissement","2814.23"
"38584","75114","Paris 14e Arrondissement","3145.21"
"38585","75114","Paris 14e Arrondissement","3469.09"
"38586","75114","Paris 14e Arrondissement","2351.62"
"38587","75114","Paris 14e Arrondissement","1969.74"
"38588","75114","Paris 14e Arrondissement","3214.98"
"38589","75114","Paris 14e Arrondissement","1915.05"
"38590","75114","Paris 14e Arrondissement","2227.36"
"38591","75114","Paris 14e Arrondissement","1883.16"
"38592","75114","Paris 14e Arrondissement","1982.86"
"38593","75114","Paris 14e Arrondissement","2866.17"
"38594","75114","Paris 14e Arrondissement","1969.49"
"38595","75114","Paris 14e Arrondissement","2426.90"
"38596","75114","Paris 14e Arrondissement","2488.85"
"38597","75114","Paris 14e Arrondissement","2173.70"
"38598","75114","Paris 14e Arrondissement","1705.55"
"38599","75114","Paris 14e Arrondissement","2522.31"
"38600","75114","Paris 14e Arrondissement","2515.20"
"38601","75114","Paris 14e Arrondissement","2757.02"
"38602","75114","Paris 14e Arrondissement","2523.61"
"38603","75114","Paris 14e Arrondissement","3358.11"
"38604","75114","Paris 14e Arrondissement","2349.67"
"38605","75114","Paris 14e Arrondissement","2565.38"
"38606","75114","Paris 14e Arrondissement","2621.48"
"38607","75114","Paris 14e Arrondissement","1704.73"
"38608","75114","Paris 14e Arrondissement","2418.27"
"38609","75114","Paris 14e Arrondissement","2443.42"
"38610","75114","Paris 14e Arrondissement","2056.11"
"38611","75114","Paris 14e Arrondissement","2348.12"
"38612","75114","Paris 14e Arrondissement","2861.64"
"38613","75114","Paris 14e Arrondissement","2350.30"
"38614","75114","Paris 14e Arrondissement","2882.00"
"38615","75114","Paris 14e Arrondissement","2510.52"
"38616","75114","Paris 14e Arrondissement","2692.02"
"38617","75114","Paris 14e Arrondissement","2429.09"
"38618","75114","Paris 14e Arrondissement","1672.51"
"38619","75114","Paris 14e Arrondissement","3673.83"
"38620","75114","Paris 14e Arrondissement","2477.60"
"38621","75114","Paris 14e Arrondissement","946.21"
"38622","75115","Paris 15e Arrondissement","3638.51"
"38623","75115","Paris 15e Arrondissement","1565.08"
"38624","75115","Paris 15e Arrondissement","3864.54"
"38625","75115","Paris 15e Arrondissement","2716.58"
"38626","75115","Paris 15e Arrondissement","4211.41"
"38627","75115","Paris 15e Arrondissement","2562.85"
"38628","75115","Paris 15e Arrondissement","2373.80"
"38629","75115","Paris 15e Arrondissement","3980.99"
"38630","75115","Paris 15e Arrondissement","3480.64"
"38631","75115","Paris 15e Arrondissement","4719.70"
"38632","75115","Paris 15e Arrondissement","1858.65"
"38633","75115","Paris 15e Arrondissement","2449.42"
"38634","75115","Paris 15e Arrondissement","1947.54"
"38635","75115","Paris 15e Arrondissement","2145.45"
"38636","75115","Paris 15e Arrondissement","2774.54"
"38637","75115","Paris 15e Arrondissement","2779.63"
"38638","75115","Paris 15e Arrondissement","2653.06"
"38639","75115","Paris 15e Arrondissement","2212.98"
"38640","75115","Paris 15e Arrondissement","2453.71"
"38641","75115","Paris 15e Arrondissement","2403.68"
"38642","75115","Paris 15e Arrondissement","1780.80"
"38643","75115","Paris 15e Arrondissement","3138.58"
"38644","75115","Paris 15e Arrondissement","2797.78"
"38645","75115","Paris 15e Arrondissement","3269.10"
"38646","75115","Paris 15e Arrondissement","2451.65"
"38647","75115","Paris 15e Arrondissement","2933.16"
"38648","75115","Paris 15e Arrondissement","2908.38"
"38649","75115","Paris 15e Arrondissement","1806.61"
"38650","75115","Paris 15e Arrondissement","3123.36"
"38651","75115","Paris 15e Arrondissement","2651.85"
"38652","75115","Paris 15e Arrondissement","2943.26"
"38653","75115","Paris 15e Arrondissement","0"
"38654","75115","Paris 15e Arrondissement","0"
"38655","75115","Paris 15e Arrondissement","3242.34"
"38656","75115","Paris 15e Arrondissement","2789.59"
"38657","75115","Paris 15e Arrondissement","3618.07"
"38658","75115","Paris 15e Arrondissement","2358.33"
"38659","75115","Paris 15e Arrondissement","2339.50"
"38660","75115","Paris 15e Arrondissement","3159.36"
"38661","75115","Paris 15e Arrondissement","3282.10"
"38662","75115","Paris 15e Arrondissement","1994.76"
"38663","75115","Paris 15e Arrondissement","3565.56"
"38664","75115","Paris 15e Arrondissement","5311.15"
"38665","75115","Paris 15e Arrondissement","1775.74"
"38666","75115","Paris 15e Arrondissement","2126.14"
"38667","75115","Paris 15e Arrondissement","2310.23"
"38668","75115","Paris 15e Arrondissement","1909.94"
"38669","75115","Paris 15e Arrondissement","2399.09"
"38670","75115","Paris 15e Arrondissement","2614.59"
"38671","75115","Paris 15e Arrondissement","2273.37"
"38672","75115","Paris 15e Arrondissement","835.53"
"38673","75115","Paris 15e Arrondissement","0"
"38674","75115","Paris 15e Arrondissement","2156.43"
"38675","75115","Paris 15e Arrondissement","1997.72"
"38676","75115","Paris 15e Arrondissement","2316.67"
"38677","75115","Paris 15e Arrondissement","2599.56"
"38678","75115","Paris 15e Arrondissement","2459.85"
"38679","75115","Paris 15e Arrondissement","2673.15"
"38680","75115","Paris 15e Arrondissement","2557.06"
"38681","75115","Paris 15e Arrondissement","3632.36"
"38682","75115","Paris 15e Arrondissement","2471.54"
"38683","75115","Paris 15e Arrondissement","2274.01"
"38684","75115","Paris 15e Arrondissement","2628.44"
"38685","75115","Paris 15e Arrondissement","3041.96"
"38686","75115","Paris 15e Arrondissement","2485.30"
"38687","75115","Paris 15e Arrondissement","1856.75"
"38688","75115","Paris 15e Arrondissement","1911.90"
"38689","75115","Paris 15e Arrondissement","2310.40"
"38690","75115","Paris 15e Arrondissement","3047.74"
"38691","75115","Paris 15e Arrondissement","3649.72"
"38692","75115","Paris 15e Arrondissement","2534.00"
"38693","75115","Paris 15e Arrondissement","302.98"
"38694","75115","Paris 15e Arrondissement","0"
"38695","75115","Paris 15e Arrondissement","2803.14"
"38696","75115","Paris 15e Arrondissement","2354.37"
"38697","75115","Paris 15e Arrondissement","2674.72"
"38698","75115","Paris 15e Arrondissement","3297.90"
"38699","75115","Paris 15e Arrondissement","2862.67"
"38700","75115","Paris 15e Arrondissement","1758.28"
"38701","75115","Paris 15e Arrondissement","2373.37"
"38702","75115","Paris 15e Arrondissement","1692.58"
"38703","75115","Paris 15e Arrondissement","1633.30"
"38704","75115","Paris 15e Arrondissement","3455.12"
"38705","75115","Paris 15e Arrondissement","3935.16"
"38706","75115","Paris 15e Arrondissement","2504.18"
"38707","75115","Paris 15e Arrondissement","2978.93"
"38708","75115","Paris 15e Arrondissement","1925.45"
"38709","75115","Paris 15e Arrondissement","2145.24"
"38710","75115","Paris 15e Arrondissement","2226.40"
"38711","75115","Paris 15e Arrondissement","2899.22"
"38712","75115","Paris 15e Arrondissement","3879.50"
"38713","75115","Paris 15e Arrondissement","3084.46"
"38714","75115","Paris 15e Arrondissement","602.46"
"38715","75115","Paris 15e Arrondissement","340.40"
"38716","75115","Paris 15e Arrondissement","107.92"
"38717","75115","Paris 15e Arrondissement","49.00"
"38718","75116","Paris 16e Arrondissement","2451.26"
"38719","75116","Paris 16e Arrondissement","2703.09"
"38720","75116","Paris 16e Arrondissement","1698.97"
"38721","75116","Paris 16e Arrondissement","2196.21"
"38722","75116","Paris 16e Arrondissement","2352.77"
"38723","75116","Paris 16e Arrondissement","2799.39"
"38724","75116","Paris 16e Arrondissement","3559.78"
"38725","75116","Paris 16e Arrondissement","1930.37"
"38726","75116","Paris 16e Arrondissement","2731.09"
"38727","75116","Paris 16e Arrondissement","2509.20"
"38728","75116","Paris 16e Arrondissement","2217.12"
"38729","75116","Paris 16e Arrondissement","1994.93"
"38730","75116","Paris 16e Arrondissement","2061.56"
"38731","75116","Paris 16e Arrondissement","2192.56"
"38732","75116","Paris 16e Arrondissement","3625.74"
"38733","75116","Paris 16e Arrondissement","2050.27"
"38734","75116","Paris 16e Arrondissement","2499.23"
"38735","75116","Paris 16e Arrondissement","2465.84"
"38736","75116","Paris 16e Arrondissement","1710.25"
"38737","75116","Paris 16e Arrondissement","1693.26"
"38738","75116","Paris 16e Arrondissement","2280.79"
"38739","75116","Paris 16e Arrondissement","2792.49"
"38740","75116","Paris 16e Arrondissement","2185.42"
"38741","75116","Paris 16e Arrondissement","1944.25"
"38742","75116","Paris 16e Arrondissement","2234.21"
"38743","75116","Paris 16e Arrondissement","2693.91"
"38744","75116","Paris 16e Arrondissement","3525.19"
"38745","75116","Paris 16e Arrondissement","2705.35"
"38746","75116","Paris 16e Arrondissement","1685.28"
"38747","75116","Paris 16e Arrondissement","2442.39"
"38748","75116","Paris 16e Arrondissement","42.35"
"38749","75116","Paris 16e Arrondissement","126.81"
"38750","75116","Paris 16e Arrondissement","0"
"38751","75116","Paris 16e Arrondissement","1940.90"
"38752","75116","Paris 16e Arrondissement","2435.22"
"38753","75116","Paris 16e Arrondissement","2270.57"
"38754","75116","Paris 16e Arrondissement","2224.31"
"38755","75116","Paris 16e Arrondissement","1848.74"
"38756","75116","Paris 16e Arrondissement","1835.30"
"38757","75116","Paris 16e Arrondissement","1707.99"
"38758","75116","Paris 16e Arrondissement","2456.63"
"38759","75116","Paris 16e Arrondissement","2269.67"
"38760","75116","Paris 16e Arrondissement","1905.56"
"38761","75116","Paris 16e Arrondissement","2213.01"
"38762","75116","Paris 16e Arrondissement","2156.98"
"38763","75116","Paris 16e Arrondissement","2418.79"
"38764","75116","Paris 16e Arrondissement","2016.95"
"38765","75116","Paris 16e Arrondissement","2326.63"
"38766","75116","Paris 16e Arrondissement","1975.63"
"38767","75116","Paris 16e Arrondissement","2673.74"
"38768","75116","Paris 16e Arrondissement","2209.42"
"38769","75116","Paris 16e Arrondissement","2982.20"
"38770","75116","Paris 16e Arrondissement","2572.92"
"38771","75116","Paris 16e Arrondissement","1897.26"
"38772","75116","Paris 16e Arrondissement","0"
"38773","75116","Paris 16e Arrondissement","83.57"
"38774","75116","Paris 16e Arrondissement","51.18"
"38775","75116","Paris 16e Arrondissement","0"
"38776","75116","Paris 16e Arrondissement","2214.55"
"38777","75116","Paris 16e Arrondissement","3392.43"
"38778","75116","Paris 16e Arrondissement","2363.50"
"38779","75116","Paris 16e Arrondissement","3069.62"
"38780","75116","Paris 16e Arrondissement","1809.40"
"38781","75116","Paris 16e Arrondissement","2577.44"
"38782","75116","Paris 16e Arrondissement","2475.57"
"38783","75116","Paris 16e Arrondissement","2824.38"
"38784","75116","Paris 16e Arrondissement","1780.81"
"38785","75116","Paris 16e Arrondissement","1679.52"
"38786","75116","Paris 16e Arrondissement","1585.35"
"38787","75116","Paris 16e Arrondissement","171.46"
"38788","75116","Paris 16e Arrondissement","1704.47"
"38789","75116","Paris 16e Arrondissement","2286.56"
"38790","75116","Paris 16e Arrondissement","3005.47"
"38791","75116","Paris 16e Arrondissement","2160.92"
"38792","75116","Paris 16e Arrondissement","2496.05"
"38793","75116","Paris 16e Arrondissement","1875.75"
"38794","75116","Paris 16e Arrondissement","3086.41"
"38795","75116","Paris 16e Arrondissement","2646.85"
"38796","75116","Paris 16e Arrondissement","511.68"
"38797","75116","Paris 16e Arrondissement","184.28"
"38798","75116","Paris 16e Arrondissement","616.92"
"38799","75116","Paris 16e Arrondissement","389.10"
"38800","75116","Paris 16e Arrondissement","4.00"
"38801","75117","Paris 17e Arrondissement","3909.93"
"38802","75117","Paris 17e Arrondissement","2596.66"
"38803","75117","Paris 17e Arrondissement","1817.02"
"38804","75117","Paris 17e Arrondissement","3013.44"
"38805","75117","Paris 17e Arrondissement","1745.64"
"38806","75117","Paris 17e Arrondissement","1971.23"
"38807","75117","Paris 17e Arrondissement","2588.74"
"38808","75117","Paris 17e Arrondissement","3493.79"
"38809","75117","Paris 17e Arrondissement","2034.60"
"38810","75117","Paris 17e Arrondissement","3010.16"
"38811","75117","Paris 17e Arrondissement","2320.92"
"38812","75117","Paris 17e Arrondissement","2799.88"
"38813","75117","Paris 17e Arrondissement","2242.59"
"38814","75117","Paris 17e Arrondissement","2224.38"
"38815","75117","Paris 17e Arrondissement","3464.76"
"38816","75117","Paris 17e Arrondissement","0"
"38817","75117","Paris 17e Arrondissement","2472.46"
"38818","75117","Paris 17e Arrondissement","3082.35"
"38819","75117","Paris 17e Arrondissement","3291.80"
"38820","75117","Paris 17e Arrondissement","2340.12"
"38821","75117","Paris 17e Arrondissement","1909.07"
"38822","75117","Paris 17e Arrondissement","1925.05"
"38823","75117","Paris 17e Arrondissement","1993.68"
"38824","75117","Paris 17e Arrondissement","2046.36"
"38825","75117","Paris 17e Arrondissement","2280.12"
"38826","75117","Paris 17e Arrondissement","2697.16"
"38827","75117","Paris 17e Arrondissement","3062.06"
"38828","75117","Paris 17e Arrondissement","3199.37"
"38829","75117","Paris 17e Arrondissement","2267.13"
"38830","75117","Paris 17e Arrondissement","3465.23"
"38831","75117","Paris 17e Arrondissement","3806.44"
"38832","75117","Paris 17e Arrondissement","2386.96"
"38833","75117","Paris 17e Arrondissement","2481.32"
"38834","75117","Paris 17e Arrondissement","2477.43"
"38835","75117","Paris 17e Arrondissement","2141.48"
"38836","75117","Paris 17e Arrondissement","2564.08"
