"","Commune ou ARM","Libellé commune ou ARM","Population en 2015 (princ)"
"30996","62395","Guigny","162"
"30997","62396","Guinecourt","19"
"30998","62397","Guînes","1751.88"
"30999","62397","Guînes","2805.41"
"31000","62397","Guînes","1125.71"
"31001","62398","Guisy","269"
"31002","62399","Habarcq","678.00"
"31003","62400","Haillicourt","2358.05"
"31004","62400","Haillicourt","2644.95"
"31005","62401","Haisnes","4367"
"31006","62402","Halinghen","331.00"
"31007","62403","Hallines","1218"
"31008","62404","Halloy","225"
"31009","62405","Hamblain-les-Prés","505"
"31010","62406","Hamelincourt","259"
"31011","62407","Ham-en-Artois","1015"
"31012","62408","Hames-Boucres","1474"
"31013","62409","Hannescamps","199.00"
"31014","62410","Haplincourt","186"
"31015","62411","Haravesnes","50"
"31016","62412","Hardinghen","1203"
"31017","62413","Harnes","1823.50"
"31018","62413","Harnes","2264.14"
"31019","62413","Harnes","1547.86"
"31020","62413","Harnes","1838.85"
"31021","62413","Harnes","1971.23"
"31022","62413","Harnes","1548.00"
"31023","62413","Harnes","1601.42"
"31024","62414","Haucourt","247"
"31025","62415","Haute-Avesnes","441.00"
"31026","62416","Hautecloque","221"
"31027","62418","Hauteville","317"
"31028","62419","Haut-Loquin","191"
"31029","62421","Havrincourt","408.00"
"31030","62422","Hébuterne","521"
"31031","62423","Helfaut","1642"
"31032","62424","Hendecourt-lès-Cagnicourt","316.00"
"31033","62425","Hendecourt-lès-Ransart","135.00"
"31034","62426","Héninel","184"
"31035","62427","Hénin-Beaumont","2586.67"
"31036","62427","Hénin-Beaumont","1655.31"
"31037","62427","Hénin-Beaumont","2020.88"
"31038","62427","Hénin-Beaumont","2068.57"
"31039","62427","Hénin-Beaumont","1941.10"
"31040","62427","Hénin-Beaumont","2604.39"
"31041","62427","Hénin-Beaumont","1915.94"
"31042","62427","Hénin-Beaumont","1864.73"
"31043","62427","Hénin-Beaumont","2673.56"
"31044","62427","Hénin-Beaumont","3812.67"
"31045","62427","Hénin-Beaumont","3235.18"
"31046","62428","Hénin-sur-Cojeul","536"
"31047","62429","Henneveux","298"
"31048","62430","Hénu","166"
"31049","62432","Herbinghen","368"
"31050","62433","Héricourt","98"
"31051","62434","La Herlière","154"
"31052","62435","Herlincourt","107"
"31053","62436","Herlin-le-Sec","182.00"
"31054","62437","Herly","329"
"31055","62438","Hermaville","551"
"31056","62439","Hermelinghen","390"
"31057","62440","Hermies","1177"
"31058","62441","Hermin","211"
"31059","62442","Hernicourt","550"
"31060","62443","Hersin-Coupigny","1907.45"
"31061","62443","Hersin-Coupigny","4274.55"
"31062","62444","Hervelinghen","233"
"31063","62445","Hesdigneul-lès-Béthune","823.00"
"31064","62446","Hesdigneul-lès-Boulogne","653.00"
"31065","62447","Hesdin","2213"
"31066","62448","Hesdin-l'Abbé","1870"
"31067","62449","Hesmond","176"
"31068","62450","Hestrus","242"
"31069","62451","Heuchin","550.00"
"31070","62452","Heuringhem","1340"
"31071","62453","Hézecques","120"
"31072","62454","Hinges","2464"
"31073","62455","Hocquinghen","113"
"31074","62456","Houchin","701"
"31075","62457","Houdain","2870.16"
"31076","62457","Houdain","1888.15"
"31077","62457","Houdain","2605.69"
"31078","62458","Houlle","1087"
"31079","62459","Houvin-Houvigneul","225"
"31080","62460","Hubersent","261"
"31081","62461","Huby-Saint-Leu","902.00"
"31082","62462","Huclier","130"
"31083","62463","Hucqueliers","491.00"
"31084","62464","Hulluch","3424"
"31085","62465","Humbercamps","221"
"31086","62466","Humbert","232"
"31087","62467","Humeroeuille","165"
"31088","62468","Humières","231"
"31089","62469","Inchy-en-Artois","615"
"31090","62470","Incourt","82"
"31091","62471","Bellinghem","1075"
"31092","62472","Inxent","167.00"
"31093","62473","Isbergues","2101.88"
"31094","62473","Isbergues","2271.06"
"31095","62473","Isbergues","2872.87"
"31096","62473","Isbergues","1804.19"
"31097","62474","Isques","1162"
"31098","62475","Ivergny","261"
"31099","62476","Izel-lès-Équerchin","960.00"
"31100","62477","Izel-lès-Hameau","715"
"31101","62478","Journy","278"
"31102","62479","Labeuvrière","1684"
"31103","62480","Labourse","2690"
"31104","62481","Labroye","167.00"
"31105","62483","Lacres","256.00"
"31106","62484","Lagnicourt-Marcel","340"
"31107","62485","Laires","363"
"31108","62486","Lambres","1054"
"31109","62487","Landrethun-le-Nord","1307"
"31110","62488","Landrethun-lès-Ardres","740.00"
"31111","62489","Lapugnoy","3444"
"31112","62490","Lattre-Saint-Quentin","264.00"
"31113","62491","Laventie","4982"
"31114","62492","Lebiez","247"
"31115","62493","Lebucquière","241"
"31116","62494","Léchelle","54"
"31117","62495","Ledinghem","332"
"31118","62496","Lefaux","236"
"31119","62497","Leforest","2130.43"
"31120","62497","Leforest","2430.88"
"31121","62497","Leforest","2494.69"
"31122","62498","Lens","1692.40"
"31123","62498","Lens","2550.28"
"31124","62498","Lens","2734.40"
"31125","62498","Lens","1744.58"
"31126","62498","Lens","2096.90"
"31127","62498","Lens","424.26"
"31128","62498","Lens","1779.21"
"31129","62498","Lens","1537.75"
"31130","62498","Lens","2005.29"
"31131","62498","Lens","701.42"
"31132","62498","Lens","2828.65"
"31133","62498","Lens","507.59"
"31134","62498","Lens","2047.28"
"31135","62498","Lens","2202.30"
"31136","62498","Lens","1870.18"
"31137","62498","Lens","1806.81"
"31138","62498","Lens","1883.71"
"31139","62499","Lépine","265.00"
"31140","62500","Lespesses","404.00"
"31141","62501","Lespinoy","225.00"
"31142","62502","Lestrem","4441"
"31143","62503","Leubringhen","290"
"31144","62504","Leulinghem","245"
"31145","62505","Leulinghen-Bernes","427"
"31146","62506","Licques","1631.00"
"31147","62507","Liencourt","280"
"31148","62508","Lières","382"
"31149","62509","Liettres","321"
"31150","62510","Liévin","2069.44"
"31151","62510","Liévin","2168.70"
"31152","62510","Liévin","124.23"
"31153","62510","Liévin","2795.70"
"31154","62510","Liévin","1757.40"
"31155","62510","Liévin","152.68"
"31156","62510","Liévin","2218.68"
"31157","62510","Liévin","1684.00"
"31158","62510","Liévin","2533.41"
"31159","62510","Liévin","1475.16"
"31160","62510","Liévin","2760.59"
"31161","62510","Liévin","2191.38"
"31162","62510","Liévin","1644.66"
"31163","62510","Liévin","2397.39"
"31164","62510","Liévin","2553.60"
"31165","62510","Liévin","2413.67"
"31166","62510","Liévin","296.32"
"31167","62511","Lignereuil","139"
"31168","62512","Ligny-lès-Aire","629.00"
"31169","62513","Ligny-sur-Canche","181"
"31170","62514","Ligny-Saint-Flochel","278"
"31171","62515","Ligny-Thilloy","551"
"31172","62516","Lillers","4223.33"
"31173","62516","Lillers","3121.42"
"31174","62516","Lillers","1038.46"
"31175","62516","Lillers","1812.79"
"31176","62517","Linghem","215"
"31177","62518","Linzeux","158"
"31178","62519","Lisbourg","584"
"31179","62520","Locon","2385"
"31180","62521","La Loge","187"
"31181","62522","Loison-sur-Créquoise","249"
"31182","62523","Loison-sous-Lens","2945.44"
"31183","62523","Loison-sous-Lens","2401.56"
"31184","62524","Longfossé","1443"
"31185","62525","Longuenesse","1377.13"
"31186","62525","Longuenesse","2372.97"
"31187","62525","Longuenesse","2008.27"
"31188","62525","Longuenesse","3379.57"
"31189","62525","Longuenesse","2001.05"
"31190","62526","Longueville","136"
"31191","62527","Longvilliers","253"
"31192","62528","Loos-en-Gohelle","3035.81"
"31193","62528","Loos-en-Gohelle","1652.39"
"31194","62528","Loos-en-Gohelle","1879.80"
"31195","62529","Lorgies","1585"
"31196","62530","Lottinghen","553.00"
"31197","62531","Louches","946"
"31198","62532","Lozinghem","1301"
"31199","62533","Lugy","145"
"31200","62534","Lumbres","3743.00"
"31201","62535","La Madelaine-sous-Montreuil","165"
"31202","62536","Magnicourt-en-Comte","639"
"31203","62537","Magnicourt-sur-Canche","119"
"31204","62538","Maintenay","403"
"31205","62539","Maisnil","247.00"
"31206","62540","Maisnil-lès-Ruitz","1629"
"31207","62541","Maisoncelle","128"
"31208","62542","Maizières","182"
"31209","62543","Mametz","1986"
"31210","62544","Manin","193.00"
"31211","62545","Maninghem","151"
"31212","62546","Maninghen-Henne","332.00"
"31213","62547","Marant","81.00"
"31214","62548","Marck","2164.40"
"31215","62548","Marck","2229.76"
"31216","62548","Marck","4076.81"
"31217","62548","Marck","2254.03"
"31218","62549","Marconne","1122"
"31219","62550","Marconnelle","1152"
"31220","62551","Marenla","252"
"31221","62552","Maresquel-Ecquemicourt","971.00"
"31222","62553","Marest","290.00"
"31223","62554","Maresville","98"
"31224","62555","Marles-les-Mines","2892"
"31225","62555","Marles-les-Mines","2760"
"31226","62556","Marles-sur-Canche","294"
"31227","62557","Maroeuil","2497"
"31228","62558","Marquay","185.00"
"31229","62559","Marquion","985.00"
"31230","62560","Marquise","5133.00"
"31231","62561","Martinpuich","200.00"
"31232","62562","Matringhem","192"
"31233","62563","Mazingarbe","3875"
"31234","62563","Mazingarbe","1895"
"31235","62563","Mazingarbe","2200"
"31236","62564","Mazinghem","479"
"31237","62565","Mencas","76.00"
"31238","62566","Menneville","714"
"31239","62567","Mentque-Nortbécourt","649.00"
"31240","62568","Mercatel","663"
"31241","62569","Merck-Saint-Liévin","651.00"
"31242","62570","Méricourt","2074.36"
"31243","62570","Méricourt","2105.16"
"31244","62570","Méricourt","1904.08"
"31245","62570","Méricourt","2276.81"
"31246","62570","Méricourt","3329.20"
"31247","62570","Méricourt","20.38"
"31248","62571","Merlimont","3296"
"31249","62572","Metz-en-Couture","676.00"
"31250","62573","Meurchin","3810"
"31251","62574","Mingoval","229"
"31252","62576","Moncheaux-lès-Frévent","122"
"31253","62577","Monchel-sur-Canche","89"
"31254","62578","Monchiet","97"
"31255","62579","Monchy-au-Bois","547"
"31256","62580","Monchy-Breton","435"
"31257","62581","Monchy-Cayeux","312"
"31258","62582","Monchy-le-Preux","688.00"
"31259","62583","Mondicourt","625.00"
"31260","62584","Mont-Bernanchon","1363"
"31261","62585","Montcavrel","415"
"31262","62586","Montenescourt","454"
"31263","62587","Montigny-en-Gohelle","3748.99"
"31264","62587","Montigny-en-Gohelle","2262.30"
"31265","62587","Montigny-en-Gohelle","1898.28"
"31266","62587","Montigny-en-Gohelle","2499.43"
"31267","62588","Montreuil","2133"
"31268","62589","Mont-Saint-Éloi","1029"
"31269","62590","Monts-en-Ternois","62"
"31270","62591","Morchies","202"
"31271","62592","Moringhem","535"
"31272","62593","Morval","94"
"31273","62594","Mory","322.00"
"31274","62595","Moulle","1075"
"31275","62596","Mouriez","250"
"31276","62597","Moyenneville","270"
"31277","62598","Muncq-Nieurlet","717"
"31278","62599","Nabringhen","203"
"31279","62600","Nédon","159"
"31280","62601","Nédonchel","245"
"31281","62602","Nempont-Saint-Firmin","187"
"31282","62603","Nesles","960"
"31283","62604","Neufchâtel-Hardelot","3750.00"
"31284","62605","Neulette","26"
"31285","62606","Neuve-Chapelle","1394"
"31286","62607","Neuville-au-Cornet","72"
"31287","62608","Neuville-Bourjonval","171"
"31288","62609","Neuville-Saint-Vaast","1493"
"31289","62610","Neuville-sous-Montreuil","659"
"31290","62611","Neuville-Vitasse","513"
"31291","62612","Neuvireuil","520"
"31292","62613","Nielles-lès-Bléquin","833.00"
"31293","62614","Nielles-lès-Ardres","527.00"
"31294","62615","Nielles-lès-Calais","277"
"31295","62616","Noeux-lès-Auxi","181"
"31296","62617","Noeux-les-Mines","1573.25"
"31297","62617","Noeux-les-Mines","1940.12"
"31298","62617","Noeux-les-Mines","2445.68"
"31299","62617","Noeux-les-Mines","2890.77"
"31300","62617","Noeux-les-Mines","3338.18"
"31301","62618","Nordausques","1196"
"31302","62619","Noreuil","155"
"31303","62620","Norrent-Fontes","1460"
"31304","62621","Nortkerque","1633"
"31305","62622","Nort-Leulinghem","201.00"
"31306","62623","Nouvelle-Église","621"
"31307","62624","Noyelles-Godault","1947.77"
"31308","62624","Noyelles-Godault","3760.23"
"31309","62625","Noyelles-lès-Humières","52"
"31310","62626","Noyelles-lès-Vermelles","2401"
"31311","62627","Noyelles-sous-Bellonne","819.00"
"31312","62628","Noyelles-sous-Lens","1746.37"
"31313","62628","Noyelles-sous-Lens","2963.76"
"31314","62628","Noyelles-sous-Lens","2039.87"
"31315","62629","Noyellette","175"
"31316","62630","Noyelle-Vion","287"
"31317","62631","Nuncq-Hautecôte","451"
"31318","62632","Oblinghem","364"
"31319","62633","Oeuf-en-Ternois","254"
"31320","62634","Offekerque","1156"
"31321","62635","Offin","210"
"31322","62636","Offrethun","269"
"31323","62637","Oignies","2316.98"
"31324","62637","Oignies","1909.86"
"31325","62637","Oignies","1979.66"
"31326","62637","Oignies","1565.81"
"31327","62637","Oignies","1859.68"
"31328","62638","Oisy-le-Verger","1246"
"31329","62639","Oppy","403"
"31330","62640","Orville","403"
"31331","62641","Ostreville","268"
"31332","62642","Ourton","778"
"31333","62643","Outreau","2778.22"
"31334","62643","Outreau","1866.82"
"31335","62643","Outreau","1417.53"
"31336","62643","Outreau","1595.93"
"31337","62643","Outreau","2258.04"
"31338","62643","Outreau","1292.73"
"31339","62643","Outreau","2416.74"
"31340","62643","Outreau","271.99"
"31341","62644","Ouve-Wirquin","511"
"31342","62645","Oye-Plage","2805.95"
"31343","62645","Oye-Plage","2540.05"
"31344","62646","Palluel","553"
"31345","62647","Le Parcq","798"
"31346","62648","Parenty","534.00"
"31347","62649","Pas-en-Artois","789.00"
"31348","62650","Pelves","723"
"31349","62651","Penin","474"
"31350","62652","Pernes","1620"
"31351","62653","Pernes-lès-Boulogne","448.00"
"31352","62654","Peuplingues","777"
"31353","62655","Pierremont","274"
"31354","62656","Pihem","964"
"31355","62657","Pihen-lès-Guînes","476"
"31356","62658","Pittefaux","126"
"31357","62659","Planques","85"
"31358","62660","Plouvain","452.00"
"31359","62661","Bouin-Plumoison","486"
"31360","62662","Polincove","832"
"31361","62663","Pommera","317"
"31362","62664","Pommier","235"
"31363","62665","Le Ponchel","203"
"31364","62666","Pont-à-Vendin","3167"
"31365","62667","Le Portel","2513"
"31366","62667","Le Portel","2143"
"31367","62667","Le Portel","2493"
"31368","62667","Le Portel","2108"
"31369","62668","Prédefin","207.00"
"31370","62669","Pressy","307"
"31371","62670","Preures","602.00"
"31372","62671","Pronville","328.00"
"31373","62672","Puisieux","683.00"
"31374","62673","Quéant","659"
"31375","62674","Quelmes","571"
"31376","62675","Quercamps","257"
"31377","62676","Quernes","471.00"
"31378","62677","Le Quesnoy-en-Artois","353.00"
"31379","62678","Quesques","650"
"31380","62679","Questrecques","311"
"31381","62680","Quiéry-la-Motte","732"
"31382","62681","Quiestède","613"
"31383","62682","Quilen","58"
"31384","62683","Quoeux-Haut-Maînil","252"
"31385","62684","Racquinghem","2308"
"31386","62685","Radinghem","279.00"
"31387","62686","Ramecourt","367"
"31388","62688","Rang-du-Fliers","4079"
"31389","62689","Ransart","419.00"
"31390","62690","Raye-sur-Authie","243"
"31391","62691","Saint-Augustin","794"
"31392","62692","Rebergues","368.00"
"31393","62693","Rebreuve-Ranchicourt","1084"
"31394","62694","Rebreuve-sur-Canche","203"
"31395","62695","Rebreuviette","274"
"31396","62696","Reclinghem","251"
"31397","62697","Récourt","221"
"31398","62698","Recques-sur-Course","288"
"31399","62699","Recques-sur-Hem","613.00"
"31400","62700","Regnauville","213"
"31401","62701","Rely","461"
"31402","62702","Remilly-Wirquin","340"
"31403","62703","Rémy","360"
"31404","62704","Renty","667"
"31405","62705","Rety","2084"
"31406","62706","Richebourg","2590"
"31407","62708","Riencourt-lès-Bapaume","39"
"31408","62709","Riencourt-lès-Cagnicourt","269"
"31409","62710","Rimboval","142"
"31410","62711","Rinxent","2944"
"31411","62712","Rivière","1126"
"31412","62713","Robecq","1359"
"31413","62714","Roclincourt","764.00"
"31414","62715","Rocquigny","283"
"31415","62716","Rodelinghem","550.00"
"31416","62717","Roëllecourt","551.00"
"31417","62718","Roeux","1475"
"31418","62719","Rollancourt","314"
"31419","62720","Rombly","54"
"31420","62721","Roquetoire","1930"
"31421","62722","Rougefay","86"
"31422","62723","Roussent","240"
"31423","62724","Rouvroy","2413.41"
"31424","62724","Rouvroy","1859.64"
"31425","62724","Rouvroy","1835.81"
"31426","62724","Rouvroy","2548.14"
"31427","62725","Royon","131"
"31428","62726","Ruisseauville","194.00"
"31429","62727","Ruitz","1624"
"31430","62728","Rumaucourt","686"
"31431","62729","Rumilly","247"
"31432","62730","Ruminghem","1668"
"31433","62731","Ruyaulcourt","310.00"
"31434","62732","Sachin","343"
"31435","62733","Sailly-au-Bois","305"
"31436","62734","Sailly-en-Ostrevent","720"
"31437","62735","Sailly-Labourse","2254"
"31438","62736","Sailly-sur-la-Lys","4002"
"31439","62737","Sains-en-Gohelle","3855.30"
"31440","62737","Sains-en-Gohelle","2424.70"
"31441","62738","Sains-lès-Fressin","166.00"
"31442","62739","Sains-lès-Marquion","320"
"31443","62740","Sains-lès-Pernes","275"
"31444","62741","Saint-Amand","125"
"31445","62742","Saint-Aubin","265"
"31446","62743","Sainte-Austreberthe","411"
"31447","62744","Sainte-Catherine","3486"
"31448","62745","Saint-Denoeux","160"
"31449","62746","Saint-Étienne-au-Mont","5093.00"
"31450","62747","Saint-Floris","560"
"31451","62748","Saint-Folquin","2192"
"31452","62749","Saint-Georges","324"
"31453","62750","Saint-Hilaire-Cottes","810"
"31454","62751","Saint-Inglevert","753"
"31455","62752","Saint-Josse","1152"
"31456","62753","Saint-Laurent-Blangy","2402.30"
"31457","62753","Saint-Laurent-Blangy","4241.70"
"31458","62754","Saint-Léger","442.00"
"31459","62755","Saint-Léonard","3568"
"31460","62756","Sainte-Marie-Kerque","1617"
"31461","62757","Saint-Martin-lez-Tatinghem","5856.00"
"31462","62758","Saint-Martin-Boulogne","2240.04"
"31463","62758","Saint-Martin-Boulogne","2146.44"
"31464","62758","Saint-Martin-Boulogne","2929.03"
"31465","62758","Saint-Martin-Boulogne","1578.35"
"31466","62758","Saint-Martin-Boulogne","2391.13"
